internal_taxon_name;taxonKey
Dyspessa kostjuki;4525648
Dysstroma pseudimmanata;1962531
Eilicrinia subcordaria;1963716
Ennomos effractaria;11452268
Eogena contaminei;1783238
Episema amasina;8777889
Eriogaster henkei;4571472
Eublemma amasina;4532258
Eublemma debilis;1797885
Eublemma hansa;4532222
Eublemma parallela;4532231
Euchalcia biezankoi;1770522
Euclidia fortalitium;4532495
Euclidia munita;1798403
Eugnorisma chaldacica;NA
Eugnorisma eminens;4533675
Eugnorisma ignoratum;4533678
Eugnorisma puengeleri;4533677
Eupithecia barteli;165800214
Eupithecia minusculata;1982683
Eupithecia moecha;1982459
Eupithecia suboxydata;1983120
Eupithecia usbeca;4523813
Euxoa acuminifera;165800603
Euxoa dsheiron;1773343
Euxoa emolliens;1773336
Euxoa fallax;1773291
Euxoa sabuletorum;1772928
Euxoa sibirica;1773606
Euxoa triaena;1772999
Feltia nigrita;4533731
Gynaephora pumila;165347423
Hadena variolata;1787682
Hecatera deserticola;1789105
Heterolocha laminaria;5149000
Heterothera taigana;4523981
Holarctias rufinaria;193720533
Hypena opulenta;4532355
Hypobarathra icterias;1789542
Jordanita smaragdonna;NA
Juxtephria consentaria;1972900
Kotchevnik modestus;11624489
Leucobrephos middendorfii;1965013
Leucochlaena fallax;1775323
Limeria macraria;4522987
Lithostege bosporaria;1964457
Luperina taurica;1770325
Luteohadena literata;4534009
Lygephila minima;8831223
Melanthia mandshuricata;10582552
Mesapamea moderata;1788431
Microbiston lanaria;1959780
Mythimna opaca;1767649
Nola crambiformis;1801925
Nycteola eremostola;5114335
Ochodontia adustaria;1965953
Oligia leuconephra;1766488
Oncocnemis campicola;1793080
Oncocnemis exacta;1793150
Oncocnemis nigricula;1793109
Oncocnemis senica;1793179
Oncocnemis strioligera;1793091
Orthosia sordescens;9201821
Ourapteryx niveiscythes;NA
Parasa sinica;1753395
Phoebophilus veternosa;4532989
Phthonandria strictaria;NA
Phyllodesma joannisi;1732671
Polia malchani;1776355
Polia subcontigua;9343400
Polia vespertilio;1776372
Polymixis latesco;4533333
Protarchanara abrupta;4534401
Pseudohadena armata;1795727
Psychophora cinderella;4524383
Rhiza schlumbergeri;11461596
Rhiza stenoptera;4533069
Rhodostrophia jacularia;1967043
Rhyacia ledereri;1790623
Saragossa demotica;4534001
Saragossa uralica;4534000
Schinia purpurascens;4534667
Scopula albiceraria;5145087
Scopula arenosaria;5145534
Scopula cajanderi;5144756
Scotopteryx burgaria;1957634
Scythocentropus misella;4534234
Spartopteryx kindermannaria;1992135
Stygioides tricolor;8522482
Synanthedon martjanovi;1940602
Synanthedon serica;1940544
Synanthedon uralensis;1940678
Thalerastria diaphora;157930679
Timandra rectistrigaria;1965979
Victrix bogdoana;4405894
Victrix surala;NA
Xanthorhoe pseudoannotinata;11551957
Xanthorhoe uralensis;4524275
Xestia aequaeva;5714996
Xestia albuncula;5714978
Xestia liquidaria;5714992
Xestia sareptana;5112278
Xestia subgrisea;11879749
Xestia thula;5714975
Xestia wockei;5714985
Chilodes distracta;1778582
Conisania arida;1788781
Cucullia fuchsiana;5109634
Cucullia tiefi;5109643
Heliocheilus syrticola;4534662
Theria crypta;NA
Furcula loseri;NA
Pechipogo flavicrinalis;NA
Tephronia nuragica;9292093
Thetidia sardinica;1957299
Cucullia hartigi;5109746
Gortyna franciscae;1768342
Kuchleria menadiara;4523485
Luperina siegeli;4534554
Zygaena orana;5107114
Jordanita algirica;5768152
Furcula adelaideae;NA
Arctia konewkaii;NA
Bembecia flavida;4525848
Sagarriella libyssa;9881274
Dyspessa aculeata;1731264
Paidia griseola;1807972
Polymixis sublutea;1780938
Scopula remotata;5145334
Selidosema parenzani;4524604
Heterogynis dubia;NA
Phytometra amata;1760240
Agrotis aistleitneri;6116862
Agrotis garretasorum;11897889
Agrotis pierreti;4533705
Agrotis yelai;4533702
Albarracina warionis;1819050
Alvaradoia disjecta;1765604
Anomis erosa;1785024
Antheraea pernyi;1866556
Apodia mesogona;NA
Aplocera bohatschi;1984976
Ascalapha odorata;1775796
Asthena lactularia;1987731
Bembecia psoraleae;4525839
Brachygalea albolineata;1793212
Bryophila gea;9168639
Bryophila perloides;10790944
Caradrina armeniaca;1765065
Caradrina distigma;4534277
Cerocala algiriae;1780894
Charissa assoi;4524923
Chelis arragonensis;10212720
Chelis cantabrica;10470793
Chondrostega escobesae;NA
Chrysodeixis includens;1785168
Cinglis andalusiaria;1963587
Cleonymia korbi;1774862
Comibaena pseudoneriaria;4523521
Coranarta restricta;4534037
Sagarriella romei;11373172
Cucullia bubaceki;5109681
Dichagyris imperator;1789362
Dichagyris mansoura;4533928
Dichagyris romanovi;4533861
Eremocossus foeda;1731454
Eilema interpositella;5116985
Enyo lugubris;5124250
Eremocossus almeriana;11658416
Eremohadena mariana;4571495
Eremohadena roseonitens;4533072
Eremopola lenis;1760368
Eublemma albida;4532205
Eublemma rietzi;4532268
Euchloron megaera;1863282
Euphyia vallantinaria;1965462
Eupithecia gypsophilata;9300963
Eupithecia praealta;1983390
Eupithecia unitaria;1983319
Euxoa continentalis;1773031
Euxoa nevadensis;1773492
Euxoa powelli;1773495
Euxoa wagneri;1773207
Gnamptonyx innexa;1790845
Hadena archaica;4534149
Hadena nevadae;1787866
Hadena orihuela;4534143
Hadjina wichti;1761526
Harpagophana hilaris;1765966
Helicoverpa zea;1792564
Heliothea discoidaria;1973300
Heterogynis affinis;1751849
Heterogynis andalusica;165260581
Heterogynis canalensis;1751856
Heterogynis segurana;11794177
Hydria gudarica;4523740
Idaea acutipennis;8720447
Idaea deitanaria;5147287
Idaea gelbrechti;11693030
Idaea korbi;5146595
Idaea lobaria;5147093
Idaea nevadata;5146706
Idaea rupicolaria;5146936
Idaea saleri;5147340
Isturgia catalaunaria;4525097
Jordanita vartianae;5768177
Korscheltellus castillanus;NA
Kuchleria insignata;4523486
Wiltshirocossus aries;4525640
Laothoe iberica;11606429
Lasiocampa decolorata;209542566
Lasiocampa serrula;1734794
Lhommeia biskraria;6118434
Lithostege castiliaria;1964401
Lithostege clarae;4524163
Lygephila fonti;4532407
Malacosoma laurae;5101759
Menophra annegreteae;4524517
Menophra thuriferaria;10465218
Metopoceras albarracina;1783770
Metopoceras tabernas;4532711
Mniotype fulva;4533356
Myinodes constantina;1955589
Mythimna algirica;8754243
Mythimna valeriae;NA
Narraga nelvae;1958515
Nychiodes hispanica;1955882
Oar reaumuraria;5148267
Ocneria bazae;NA
Ocnogyna breveti;NA
Odontognophos margaritatus;NA
Ommatissopyrops schawerdae;4522314
Omochroa spurca;1804960
Orgyia splendida;8998406
Orthocabera tinagmaria;6133497
Pechipogo simplicicornis;4532503
Peribatodes powelli;1957557
Pharmacis cantabricus;10478957
Phaselia algiricaria;1963747
Pingasa lahayei;1982256
Polymixis germana;1781020
Polyptychus trisecta;5123723
Pryeria sinica;5879975
Rhiza commoda;4533067
Pyropteron aistleitneri;4525874
Pyropteron kautzi;4525876
Pyrrharctia isabella;1807881
Rhagades predotae;1754339
Sardocyrnia fortunaria;1977300
Saturnia josephinae;5125005
Scopula concinnaria;165831266
Scopula donovani;165831331
Sestra humeraria;5144554
Spodoptera frugiperda;193533217
Pyropteron borreyi;11258617
Synanthedon cruciati;4525773
Thyris usitata;5150078
Toxoproctis innotata;1821316
Triphosa dyriata;1969966
Victrix agenjoi;1798256
Xanthorhoe skoui;4524237
Xylena buckwelli;1790358
Zernyia granataria;1966330
Zygaena ignifera;5106254
Schrankia intermedialis;5113002
Aedophron phlebophora;1776568
Aegle exquisita;1788725
Agrochola consueta;1790071
Diachrysia generosa;1785905
Enterpia roseocandida;4534211
Idaea admiranda;NA
Jordanita anatolica;5768155
Eucoptocnemis ankarensis;4533939
Rhodostrophia sieversi;157944095
Dichagyris himalayensis;208765872
Adscita krymensis;165772497
Chamaesphecia djakonovi;1941467
Cucullia naruenensis;5109667
Dichagyris nachadira;4533902
Drasteria saisani;9182714
Dyspessa infuscata;1731265
Dyspessa wagneri;1731240
Hadena scythia;4534082
Minoa lutea;1981693
Sideridis dalmae;4534055
Megalographa biloba;8729319
Pseudocoremia suavis;1964158
