internal_taxon_name;taxonKey
Cirrhia icteritia;8581601
Cirrhia ocellaris;9549172
Cleoceris scoriacea;7654770
Clostera anachoreta;1822830
Clostera anastomosis;1822787
Clostera curtula;1822796
Clostera pigra;1822819
Coenobia rufa;1775891
Coenocalpe lapidata;1988504
Coenophila subrosea;1781694
Coenotephria tophaceata;123576300
Colobochyla salicalis;158022749
Colostygia austriacaria;1988577
Colostygia kollariaria;1988592
Colostygia olivata;1988684
Colostygia puengeleri;4523987
Colostygia tempestaria;1988681
Colostygia turbata;1988642
Comibaena bajularia;4523522
Conisania leineri;1788774
Conisania poelli;1788768
Conistra ligula;1768729
Conistra rubiginea;1768771
Conistra rubiginosa;1768749
Conistra vaccinii;1768702
Conistra veronicae;1768819
Cosmia affinis;1769519
Cosmia pyralina;1769505
Cosmotriche lobulina;1733258
Crocallis tusciaria;1990582
Crocota niveata;1961372
Crocota tinctaria;7741315
Cryphia receptricula;1795349
Crypsedra gemmea;4534540
Cucullia absinthii;5109599
Cucullia argentea;5109641
Cucullia artemisiae;5109595
Cucullia asteris;5109614
Cucullia balsamitae;5109554
Cucullia campanulae;5109576
Cucullia chamomillae;5109498
Cucullia fraudatrix;5109670
Cucullia gnaphalii;5109552
Cucullia gozmanyi;8752844
Cucullia lactea;5109732
Cucullia lucifuga;5109506
Cucullia lychnitis;5109480
Cucullia prenanthis;5109545
Cucullia thapsiphaga;5109665
Cyclophora albipunctata;5149746
Cyclophora lennigiaria;5149717
Cyclophora linearia;7443518
Cyclophora pendularia;5149704
Diaphora sordida;8302139
Cymatophorina diluta;1952130
Dasypolia ferdinandi;1769074
Dasypolia templi;1769057
Deileptenia ribeata;1978821
Deltote bankiana;1785286
Deltote deceptoria;4532888
Deltote uncula;4532886
Dendrolimus pini;1733484
Diachrysia chryson;1785887
Diachrysia nadeja;1785906
Diachrysia stenochrysis;1785895
Diachrysia zosimi;1785883
Diacrisia metelkana;9927241
Diarsia brunnea;4533431
Diarsia dahlii;4533444
Diarsia florida;4533442
Diarsia rubi;4533446
Gynaephora fascelina;8648822
Dichagyris flammatra;4533926
Dichagyris nigrescens;1789403
Dichagyris signifera;4533889
Dichonia aeruginea;1775165
Griposia aprilina;4533273
Dichonia convergens;1775172
Anarta dianthi;4534180
Venusia blomeri;5147834
Drepana curvatula;5143147
Drepana falcataria;5143129
Drymonia obliterata;5118904
Drymonia velitaris;7624468
Dryobotodes carbonis;1789273
Dryobotodes eremita;1789267
Dryobotodes monochroma;1789250
Dysauxes punctata;1814653
Dyscia conspersaria;157944292
Dyscia fagaria;1959467
Earias vernana;1803012
Ecliptopera capitata;1978375
Ecliptopera silaceata;1978445
Egira conspicillaris;1792061
Eilema cereola;5117031
Eilema griseola;5116941
Eilema pseudocomplana;5772029
Eilema sororcula;5117089
Eilicrinia cordiaria;1963710
Electrophaes corylata;1976163
Elophos caelibaria;1978611
Yezognophos dilucidaria;10712554
Elophos operaria;1978618
Yezognophos serotinaria;10992694
Yezognophos vittaria;10910487
Sciadia zelleraria;206139840
Elophos zirbitzensis;1978641
Enargia abluta;1770152
Enargia paleacea;1770150
Endromis versicolora;1861395
Ennomos alniaria;1957845
Ennomos autumnaria;1957854
Ennomos erosaria;4524426
Ennomos fuscantaria;4524421
Ennomos quercinaria;1957852
Entephria caesiata;5149499
Entephria flavata;5149562
Entephria infidaria;8851663
Epilobophora sabinata;1990205
Epione repandaria;1975546
Epione vespertaria;1975553
Epipsilia latens;1786931
Epirranthis diversata;1956710
Epirrhoe hastulata;9079000
Epirrhoe molluginata;4524292
Epirrhoe pupillata;1964650
Epirrhoe rivata;1964657
Epirrita autumnata;4523560
Episema tersa;1786651
Erannis defoliaria;1956599
Eremobia ochroleuca;5110670
Pabulatrix pabulatricula;4534461
Eriogaster arbusculae;4525273
Eriogaster catax;4525268
Eriogaster lanestris;4525266
Eriogaster rimicola;4525270
Eucarta virgo;4532696
Euchalcia consona;1770489
Euclidia triquetra;1798407
Eugnorisma glareosa;4533671
Eugraphe sigma;1778143
Eulithis mellinata;1965777
Eulithis populata;1965795
Eulithis prunata;1965825
Eulithis testata;1965763
Euphyia adumbraria;1965243
Euphyia mesembrina;1965409
Euphyia unangulata;1965166
Eupithecia abbreviata;1984117
Eupithecia abietaria;11418467
Eupithecia addictata;1983679
Eupithecia alliaria;1983182
Eupithecia analoga;1983988
Eupithecia assimilata;1982746
Eupithecia cauchiata;1983616
Eupithecia conterminata;1982791
Eupithecia denotata;1983694
Eupithecia egenaria;1983111
Eupithecia exiguata;8262357
Eupithecia expallidata;1982526
Eupithecia goossensiata;1983394
Eupithecia graphata;1983209
Eupithecia immundata;1984038
Eupithecia indigata;1983755
Eupithecia insigniata;1983387
Eupithecia intricata;1983288
Eupithecia inturbata;1983170
Eupithecia irriguata;157947801
Eupithecia lanceata;1982529
Eupithecia linariata;1983648
Eupithecia millefoliata;1982770
Eupithecia nanata;8015895
Eupithecia pauxillaria;1983756
Eupithecia pernotata;1982372
Eupithecia pimpinellata;1982592
Eupithecia plumbeolata;1983558
Eupithecia pulchellata;157947524
Eupithecia pygmaeata;8026858
Eupithecia schiefereri;1983138
Eupithecia selinata;1982867
Eupithecia silenicolata;1984070
Eupithecia simpliciata;1983999
Eupithecia sinuosaria;1983922
Eupithecia succenturiata;1982885
Eupithecia tantillaria;1982636
Eupithecia tenuiata;7752082
Eupithecia thalictrata;1983950
Eupithecia trisignaria;1983645
Eupithecia undata;1982445
Eupithecia valerianata;7993353
Eupithecia veratraria;1982878
Eupithecia virgaureata;1982671
Sphrageidus similis;1819268
Eurois occulta;1769958
Eusphecia melanocephala;8685330
Eustroma reticulata;5149315
Euthrix potatoria;1734453
Euxoa aquilina;11960567
Euxoa cos;1773493
Euxoa culminicola;1773377
Euxoa nigricans;1773163
Euxoa recussa;1773328
Euxoa seliginis;NA
Euxoa vitta;1773231
Fabula zollikoferi;4534542
Falcaria lacertinaria;1952014
Furcula bicuspis;1822613
Gagitodes sagittata;4523577
Gastropacha populifolia;1732521
Gazoryctra ganna;4525623
Geometra papilionaria;5144534
Psodos alpinata;12056630
Psodos alticolaria;6547715
Psodos noricana;6547719
Psodos canaliculata;7349031
Psodos coracina;10791934
Psodos spitzi;NA
Gluphisia crenata;1827125
Gortyna flavago;1768341
Gortyna puengeleri;1768324
Graphiphora augur;1791784
Gynaephora selenitica;1822120
Hadena albimacula;1787751
Hadena capsincola;1787841
Hadena christophi;1787837
Hadena irregularis;1787631
Sideridis rivularis;4534052
Sideridis kitti;4534059
Heliothis adaucta;4534685
Heliothis maritima;4534676
Heliothis ononis;4301128
Hemaris fuciformis;1861797
Hemaris tityus;1861862
Hemithea aestivaria;1991371
Herminia grisealis;5113078
Herminia tarsicrinalis;5113084
Herminia tarsipennalis;5113234
Herminia tenuialis;5113231
Horisme aemulata;9210993
Horisme aquata;9099424
Horisme radicaria;1971986
Hydraecia micacea;1796678
Hydraecia petasitis;1796666
Hydraecia ultima;1796644
Hydrelia flammeolaria;5146379
Hydrelia sylvata;5146342
Hydria cervinalis;4523725
Hydria undulata;4302259
Hydriomena ruberata;1979430
Hyles gallii;1862728
Hyles hippophaes;1862774
Hypena crassalis;4532357
Hypena proboscidalis;1798807
Hypenodes humidalis;1799708
Hyphantria cunea;1817797
Arctia testudinaria;11033463
Hypomecis roboraria;4524636
Hypoxystis pluviaria;1961190
Hyppa rectilinea;1798372
Hyssia cavernosa;1796867
Idaea biselata;157949741
Idaea contiguaria;7988195
Idaea emarginata;5147245
Idaea flaveolaria;5147534
Idaea muricata;5147062
Idaea nitidata;5146528
Idaea sericeata;5146833
Idaea sylvestraria;5146496
Cosmia contusa;4533217
Ipimorpha retusa;1782615
Ipimorpha subtusa;1782627
Isturgia murinaria;4525086
Macaria brunneata;5880559
Jodis lactearia;1978065
Jodis putata;1978056
Korscheltellus lupulina;5879654
Lacanobia aliena;1759097
Lacanobia contigua;1759055
Lacanobia splendens;7972792
Lacanobia suasa;4533952
Lacanobia thalassina;1759069
Laelia coenosa;8326103
Lampropteryx otregiata;4524070
Lampropteryx suffumata;4524072
Lamprotes c-aureum;5772129
Larentia clavaria;157943658
Actebia multifida;4533826
Lemonia dumi;5125104
Leucania loreyi;5772222
Leucania obsoleta;5111323
Leucodonta bicoloria;1825539
Lignyoptera fumidaria;1963232
Xylena solidaginis;4533145
Lithophane consocia;1759620
Lithophane furcifera;1759661
Lithophane lamda;1759686
Lithophane ornitopus;1759601
Lithophane semibrunnea;1759597
Lithophane socia;1759667
Lithostege farinata;1964437
Lithostege griseata;1964471
Litoligia literosa;4534538
Lobophora halterata;5144426
Lomographa bimaculata;1986052
Lomographa temerata;1986056
Luperina dumerilii;1770353
Pseudluperina pozzii;4534394
Luperina testacea;1770307
Lycia alpina;8414310
Lycia isabellae;7609033
Lycia pomonaria;7973517
Lycia zonaria;6097233
Violaphotia molothina;9312227
Lycophotia porphyrea;1794590
Lygephila craccae;4532412
Lygephila ludicra;4532410
Lythria plumularia;1959728
Macaria alternata;5880545
Macaria carbonaria;8237343
Macaria liturata;5880533
Macaria notata;5880550
Macaria signaria;157946013
Macaria wauaria;5880552
Macrochilo cribrumalis;5771982
Malacosoma alpicola;5101717
Malacosoma franconica;5101704
Martania taeniata;165340166
Meganephria bimaculosa;1783971
Meganola albula;4534767
Meganola strigula;4534762
Meganola togatulalis;4534769
Melanchra persicariae;1765767
Melanthia alaudaria;4523669
Mesogona acetosellae;1787417
Mesogona oxalina;1787400
Mesoleuca albicillata;5144190
Mesoligia furuncula;1760104
Mesotype parallelolineata;4523568
Metachrostis dardouini;1792778
Moma alpium;1800004
Mythimna conigera;5772199
Senta flammea;1778127
Mythimna impura;5772210
Mythimna pallens;5772196
Mythimna pudorina;5772202
Naenia typica;1779334
Narraga fasciolaria;1958526
Narraga tessularia;1958509
Nola aerugula;4534779
Nola chlamitulalis;4534788
Nola cicatricalis;4534773
Nola confusalis;4534782
Nola cristatula;4534775
Nola cucullatella;1801896
Nola subchlamydula;4534778
Nonagria typhae;5110644
Nothocasis sertata;1968678
Notodonta dromedarius;1825077
Notodonta torva;1825083
Notodonta tritophus;12039203
Nudaria mundana;5116416
Nycteola asiatica;5114311
Nycteola degenerana;8244266
Ochropacha duplaris;1952532
Odice arcuinna;4532279
Odontognophos dumetata;1958065
Odontosia carmelita;1826022
Oligia dubia;1766467
Oligia versicolor;1766418
Omia cymbalariae;5113552
Operophtera brumata;1972449
Operophtera fagata;1972434
Ophiusa tirhaca;1788553
Orbona fragariae;4533123
Orgyia antiqua;1819873
Orgyia antiquoides;8361973
Orgyia recens;7657803
Orthonama vittata;1963011
Orthosia cerasi;1798984
Orthosia cruda;1798933
Orthosia gracilis;1798916
Orthosia incerta;1799135
Orthosia miniosa;1799132
Orthosia opima;1798931
Orthosia populeti;1798971
Ourapteryx sambucaria;1958323
Paidia rica;1807969
Panchrysia deaurata;1780485
Panchrysia v-argenteum;4532919
Panolis flammea;1793877
Panthea coenobita;1800032
Paraboarmia viertlii;4524533
Paradarisa consonaria;157942521
Paradiarsia punicea;1786515
Paranthrene insolitus;1939900
Parascotia fuliginaria;1780150
Parastichtis suspecta;1796217
Parectropis similaria;1958024
Pareulype berberata;1975341
Pasiphila chloerata;157954130
Pasiphila debiliata;4523880
Pechipogo strigilata;1772793
Pelosia muscerda;5117400
Pelosia obtusa;5117399
Pelurga comitata;5148286
Pennisetia bohemica;1940805
Pennisetia hylaeiformis;1940807
Pennithera firmata;4524054
Penthophera morio;1819170
Perconia strigillaria;1970284
Peribatodes secundaria;11275490
Perigrapha i-cinctum;5108839
Periphanes delphinii;6097260
Perizoma affinitata;1972120
Perizoma barrassoi;8844093
Perizoma blandiata;1972187
Perizoma hydrata;157948429
Perizoma lugdunaria;1972374
Perizoma minorata;1972278
Pharmacis carna;7623903
Pheosia gnoma;1825971
Phibalapteryx virgata;4524393
Philereme vetulata;1959383
Photedes captiuncula;1792379
Photedes minima;1792383
Phragmatiphila nexa;4534525
Phyllodesma ilicifolia;1732662
Phyllodesma tremulifolia;1732685
Plagodis dolabraria;1959914
Plagodis pulveraria;1959919
Caradrina terrea;1765038
Plemyria rubiginata;5146412
Plusia putnami;1772169
Poecilocampa alpina;1732072
Polia bombycina;1776371
Polia hepatica;5772446
Polia nebulosa;1776330
Polia serratilinea;1776352
Polychrysia moneta;1783855
Polymixis flavicincta;12058697
Polymixis polymita;1781008
Polymixis xanthomista;1780954
Polyploca ridens;1951713
Polypogon gryphalis;1771779
Problepsis ocellata;1960484
Protolampra sobrina;1762608
Protoschinia scutosa;1767511
Pseudeustrotia candidula;1799701
Psodos bentelii;6547716
Pterapherapteryx sexalata;1978114
Ptilodon cucullina;4534872
Ptilophora plumigera;5119143
Pyropteron chrysidiformis;1940158
Pyropteron doryliformis;165828270
Pyrrhia purpura;4534672
Rhegmatophila alpina;1823604
Rheumaptera hastata;1977068
Rheumaptera subhastata;1977007
Rhizedra lutosa;8105817
Rhyacia helvetina;1790671
Rhyacia lucipeta;1790651
Rileyiana fovea;1769944
Sabra harpagula;1952449
Samia cynthia;1866356
Saturnia pavonia;1867820
Saturnia pavoniella;7764232
Saturnia spini;1867829
Schinia cognata;4534669
Schrankia taenialis;5113030
Sciadia innuptaria;1968358
Sciadia slovenica;4524652
Scopula caricaria;5145808
Scopula corrivalaria;5145083
Scopula emutaria;7753668
Scopula floslactata;5145409
Scopula immutata;5145009
Scopula nemoraria;5144904
Scopula subpunctaria;5145729
Scopula ternata;5145136
Scopula umbelaria;5145648
Scopula virgulata;5145269
Scotochrosta pulla;1776207
Scotopteryx ignorata;4524331
Scotopteryx luridata;1957746
Scotopteryx vicinaria;1957630
Sedina buettneri;1770573
Selenia dentaria;1962204
Selenia tetralunaria;1962265
Sesia bembeciformis;5141501
Setina alpestris;9193075
Setina aurita;8165185
Setina roscida;8038357
Sideridis turbida;4534046
Sideridis implexa;165832583
Sideridis lampra;1775112
Simplicia rectalis;1778644
Simyra albovenosa;1762244
Simyra nervosa;1762271
Smerinthus ocellata;1862580
Spaelotis suecica;1774317
Spargania luctuata;4302268
Spilosoma urticae;1812394
Spiris slovenica;9866172
Standfussiana dalmata;1778511
Standfussiana nictymera;1778520
Standfussiana wiskotti;1778524
Staurophora celsia;5109821
Stegania cararia;5149836
Stegania dilectaria;5149843
Stegania trimaculata;5149839
Sympistis funebris;1771986
Sympistis nigrita;1771997
Sympistis zetterstedtii;1772001
Synanthedon andrenaeformis;1940717
Synanthedon cephiformis;1940508
Synanthedon culiciformis;1940744
Synanthedon flaviventris;1940598
Synanthedon formicaeformis;1940510
Synanthedon loranthi;1940523
Synanthedon melliniformis;1940571
Synanthedon scoliaeformis;1940639
Synanthedon soffneri;1940521
Syngrapha ain;1786017
Syngrapha devergens;1786027
Syngrapha hochenwarthi;1785935
Syngrapha interrogationis;8292872
Tephronia sepiaria;1962584
Tethea ocularis;5143048
Tethea or;5142971
Tetheella fluctuosa;1951649
Thaumetopoea processionea;1824113
Thera britannica;5148424
Thera cembrae;5148401
Thera obeliscata;5148487
Thera vetustata;5148394
Therapis flavicaria;1977962
Theria primaria;5148248
Theria rupicapraria;5148247
Tholera cespitis;1771531
Thumatha senex;1807206
Thyatira batis;5142870
Thyris fenestrella;165297454
Tiliacea aurago;4533136
Tiliacea citrago;4533128
Tiliacea sulphurago;4533125
Timandra griseata;1965996
Trichiura crataegi;1732452
Trichopteryx carpinata;5147608
Trichopteryx polycommata;5147638
Trichosea ludifica;1800145
Valeria jaspidea;1774283
Valeria oleagina;1774285
Venusia cambrica;5147827
Watsonalla cultraria;1952812
Xanthia togata;1771698
Xanthorhoe biriviata;1986452
Xanthorhoe decoloraria;1986367
Xanthorhoe designata;1986575
Xanthorhoe ferrugata;1986171
Xanthorhoe incursata;8407291
Xanthorhoe quadrifasiata;1986522
Xestia alpicola;7921916
Xestia baja;5112291
Xestia collina;5112368
Xestia ditrapezium;5772349
Xestia lorezi;5714979
Xestia rhaetica;7579103
Xestia stigmatica;5112345
Xestia sexstrigata;5112155
Xestia sincera;5714990
Xestia speciosa;5715004
Xestia viridescens;8877821
Xylena vetusta;1790361
Xylocampa areola;1768150
Zygaena cynarae;165285427
Oligia fasciuncula;1766510
Acronicta cinerea;1783045
Apaustis rupicola;1764637
Caradrina ingrata;1764981
Coenotephria ablutaria;4524050
Colostygia laetaria;1988661
Cryphia simulatricula;1795366
Dryobotodes roboris;1789277
Emmiltis pygmaearia;7905361
Eulithis pyropata;1965810
Euxoa eruta;1773572
Euxoa nigrofusca;1773500
Perizoma juracolaria;8184134
Apamea ramonae;8747732
Apamea sphagnicola;8981440
Ascotis fortunata;1980525
Costaconvexa centrostrigaria;4524223
Ctenoplusia limbirena;1785329
Cyclophora azorensis;165793473
Eupithecia ogilviata;1983172
Galgula partita;1787438
Hadena azorica;4534115
Idaea minuscularia;5146917
Melanchra granti;4534040
Mesapamea storai;4534439
Noctua atlantica;1789752
Noctua carvalhoi;1789742
Paranataelia whitei;1769353
Phlogophora cabrali;1782572
Phlogophora furnasi;1782534
Phlogophora interrupta;1782528
Phlogophora kruegeri;4534318
Synthymia fixa;1766086
Tathorhynchus exsiccata;1765751
Thera cupressata;5148475
Thysanoplusia orichalcea;1795068
Xanthorhoe inaequata;1986345
Caradrina fuscicornis;4534248
Eupithecia sardoa;165668620
Eilema marcida;5116625
Bembecia abromeiti;4525841
Epirrhoe balearia;10239673
Agrotis schawerdai;4533695
Apaidia rufeola;1805530
Aplocera vivesi;8944716
Garella nilotica;4534796
Idaea belemiata;157949660
Idaea ibizaria;5146529
Idaea rainerii;8913138
Pelosia plumosa;5117401
Peribatodes ebusaria;9999803
Perigune binaevata;9368338
Perigune narbonea;9441170
Synanthedon theryi;165834972
Coscinia mariarosae;8903978
Anarta sodae;4534194
Caradrina proxima;1765069
Cerura iberica;4534826
Ekboarmia atlanticaria;1964836
Hyles dahlii;1862894
Idaea calunetaria;5146693
Idaea eugeniata;5146908
Idaea incalcarata;5147513
Menophra japygiaria;1988019
Pennithera ulicata;4524052
Phaiogramma faustinata;4523519
Scopula asellaria;8726980
Watsonalla uncinula;1952816
Nycteola svecicus;5772645
Catocala deducta;1797232
Dysstroma infuscata;9075476
Epirrhoe tartuensis;1964589
Eupithecia gelidata;1983646
Laothoe amurensis;5124029
Lomaspilis opis;5149414
Actebia fennica;1787506
Agrochola lunosa;4533090
Agrochola pistacinoides;1790059
Agrotis ripae;1771204
Aleucis distinctata;193535882
Isturgia famula;4525091
Bombyx mori;1868664
Longalatedes elymi;4534398
Colostygia multistrigaria;1988602
Dryobota labecula;1792768
Eublemma candidana;4532236
Eupithecia phoeniceata;1983888
Euxoa cursoria;1773309
Idaea macilentaria;5146853
Lithophane leautieri;1759673
Mythimna favicolor;5772201
Mythimna litoralis;5772180
Nola holsatica;4534785
Peribatodes ilicaria;1957565
Polymixis lichenea;4533285
Xestia agathina;5112254
Xestia kermesina;5112388
Lignyoptera thaumastaria;1963233
Amphipyra micans;1766140
Autophila limbata;1777318
Cleonymia opposita;1774875
Episema lederi;1786664
Hadena syriaca;1787593
Lithophane merckii;1759637
Ocneria ledereri;4532325
Paranthrene diaphana;165821460
Rusina apfelbecki;4534297
Scotopteryx olympia;4524356
Bryophila petricolor;9033519
Conistra ragusae;1768798
Abrostola clarissa;1767627
Adscita obscura;4522760
Aedophron rhodites;1776574
Aegle pallida;9082822
Kresnaia beschkovi;NA
Agrochola deleta;1790139
Agrochola gratiosa;1790031
Agrochola osthelderi;1790089
Agrotis desertorum;1770970
Agrotis obesa;1771023
Antitype suda;1786892
Aplocera columbata;1984962
Docirava dervenaria;4524175
Apochima flabellaria;4524712
Asovia maeoticaria;4524755
Asteroscopus syriaca;1766273
Autophila asiatica;1777285
Behounekia freyeri;4532737
Bembecia puella;4525826
Bembecia sanguinolenta;1940833
Biston achyra;1975983
Brachodes lucida;4525695
Brachodes tristis;4525698
Bryophila orthogramma;8744388
Bryophila seladona;8829058
Calophasia acuta;NA
Calophasia barthae;1796454
Caradrina pertinax;1764985
Caradrina vicina;165785588
Catarhoe permixtaria;1964179
Catocala separata;4532467
Paracossulus thrips;4525644
Cervyna cervago;4534452
Chamaesphecia albiventris;1941474
Chamaesphecia efetovi;210583040
Chamaesphecia oxybeliformis;1941328
Chamaesphecia thracica;1941385
Charissa mucidaria;4524929
Charissa mutilata;4524933
Charissa pfeifferi;10645677
Heliothis incarnata;4534683
Chelis caecilia;9924625
Chersotis elegans;1766709
Eublemma scitula;4532216
Colostygia wolfschlaegerae;4524035
Proteuchloris neriaria;4523536
Conisania renati;1788778
Conistra intricata;1768722
Conistra torrida;1768735
Craniophora pontica;1791384
Cucullia argentina;165792978
Cucullia biornata;5109529
Cucullia pustulata;5109662
Cucullia mixta;5109677
Cucullia santonici;5109542
Dasypolia esseri;4533247
Dichagyris flavina;4533849
Griposia bouveti;NA
Dioszeghyana schmidtii;4534360
Dipchasphecia lanipes;4525810
Dolbina elegans;1862065
Dryobotodes tenebrosa;1789255
Dyspessa salicicola;1731288
Earias insulana;1803060
Egira tibori;4534358
Episema korsakovi;1786636
Erannis ankeraria;1956627
Erannis declinans;1956639
Eublemma gratissima;4532249
Eublemma panonica;4532224
Eublemma porphyrina;11900991
Eublemma pudorina;4532210
Eublemma viridula;4532199
Eugnorisma pontica;165438028
Eupithecia oxycedrata;1982918
Eupithecia biornata;1982409
Eupithecia denticulata;1983841
Eupithecia limbata;1983717
Eupithecia quercetica;1982494
Eupithecia spadiceata;1983768
Eupithecia spissilineata;1983681
Eupithecia inconspicuata;1983815
Euxoa diaphora;1772973
Euxoa glabella;1773179
Euxoa hilaris;1773700
Euxoa montivaga;4533777
Euxoa pareruta;4533761
Gortyna borelii;1768308
Gortyna xanthenes;1768340
Gypsochroa renitidata;8336655
Hadena clara;1787764
Enterpia laudeti;4534209
Hadena luteocincta;1787564
Hadena melanochroa;NA
Hadena silenes;7917033
Haemerosia renalis;7694948
Haemerosia vassilininei;1788240
Heterogynis zikici;11488649
Hypena munitalis;1798732
Hypenodes anatolica;4532682
Hypenodes orientalis;4532681
Idaea circuitaria;7919880
Idaea spissilimbaria;5147249
Janthinea friwaldszkii;1799809
Lacanobia blenna;4533947
Lacanobia praedita;4533941
Lasiocampa eversmanni;1734717
Leucania herrichii;5111133
Lithophane lapidea;1759606
Lithophane ledereri;1759559
Luperina nickerlii;1770322
Luperina rubella;1770308
Lycia necessaria;11599554
Lygephila procax;4532395
Maraschia grisescens;1767026
Megalodes eximia;1767016
Meganola gigantula;4534764
Meganola impura;4534771
Metachrostis velocior;1792795
Mycteroplus puniceago;5113370
Mythimna alopecuri;7422711
Nola ronkayorum;4534786
Nychiodes amygdalaria;1955879
Nychiodes waltheri;1955856
Nycteola columbana;5114301
Ocnogyna parasita;165818887
Oncocnemis michaelorum;4532721
Orthosia dalmatica;1798922
Oulobophora internata;1960001
Oxicesta geographica;1764716
Ocneria terebinthi;1373860
Peridea korbi;1822309
Caradrina syriaca;1765064
Plusidia cheiranthi;1771768
Polymixis leuconota;4533328
Polymixis trisignata;4533325
Periphanes cora;8891653
Pyropteron mannii;4525877
Helivictoria victorina;4534657
Raparna conicephala;1768626
Rhagades amasina;1754335
Rhyacia arenacea;1790675
Scopula beckeraria;157948953
Scopula drenowskii;5145846
Scopula immistaria;5145285
Scopula ochraceata;5145092
Eusphecia pimplaeformis;210583916
Spodoptera cilium;5109843
Stygia mosulensis;5977322
Stygioides colchica;1731362
Synanthedon mesiaeformis;1940682
Syngrapha rilaecacuminum;1786021
Eumannia oranaria;1978095
Theretra alecto;1862517
Trichiura verenae;4525242
Ulochlaena hirta;7918000
Valerietta niphopasta;1774557
Valerietta hreblayi;4532750
Tiliacea cypreago;4533130
Xestia cohaesa;5112387
Zethes insularis;1772822
Zygaena nevadensis;5107640
Cucullia syrtana;165792998
Abrostola canariensis;1767638
Acontia biskrensis;1763119
Acrobyla kneuckeri;4532806
Actebia photophila;4533819
Agrotis fortunata;1770973
Agrotis lanzarotensis;1770695
Agrotis subspinifera;1771121
Anomis flava;1785072
Antilurga cabrerai;NA
Anumeta hilgerti;1765644
Argyrogramma fracta;8828328
Argyrogramma signata;5112423
Armada panaceorum;1792314
Autophila rosea;8244452
Bembecia handiensis;4525819
Bembecia vulcanica;4525818
Bryonycta opulenta;1794352
Calliteara fortunata;165784732
Caradrina flava;4534275
Caradrina oberthuri;1765058
Casama innotata;4532286
Cerocala sana;1780881
Cerura delavoiei;1825134
Charissa canariensis;4524944
Condica capensis;9803522
Conistra haleae;4533157
Crocallis bacalladoi;1990556
Crocallis matillae;1990558
Cryphia tenerifensis;1795165
Cucullia canariensis;5109563
Drasteria philippina;9026996
Dyspessa peukerae;NA
Eremocossus friedrichi;NA
Eublemma baccalix;4532208
Eupithecia boryata;1984078
Eupithecia chalikophila;1983369
Eupithecia gomerensis;165669517
Eupithecia maspalomae;165669497
Eupithecia orana;1983062
Eupithecia rosai;1983820
Eupithecia schuetzeata;1983083
Eupithecia stertzi;1983586
Eupithecia tenerifensis;165668604
Euxoa beatissima;1773441
Euxoa canariensis;1773230
Gymnoscelis insulariata;5149866
Hadena nigricata;1787848
Hadena silenides;1787739
Hecatera maderae;1789092
Herbulotina grandis;4523946
Hyles deserticola;NA
Hypena masurialis;4532361
Idaea abnorma;5147411
Idaea bacalladoi;5147268
Idaea charitata;5147374
Idaea fuerteventurensis;5147271
Idaea neglecta;8956908
Idaea nigra;9192688
Idaea palmata;5146838
Idaea purpurariata;5147110
Idaea unicalcarata;11816513
Idaea vilaflorensis;5146643
Idaea volloni;5146534
Isturgia disputaria;4525084
Isturgia tennoa;4525109
Leucania canariensis;5111454
Leucania fortunata;5111300
Menophra canariensis;1988017
Mesapamea pinkeri;1788445
Microloxia schmitzi;4523499
Microloxia simonyi;4523500
Mniotype fratellum;4533334
Mniotype loslobensis;NA
Mniotype schumacheri;4533337
Mniotype usurpatrix;4533339
Mythimna saucesa;8839793
Noctua noacki;1789699
Nyctobrya canaria;4532816
Nyctobrya hierroana;NA
Nyctobrya pinkeri;NA
Nyctobrya simonyi;4532813
Oar pratana;5148264
Ozarba heliastis;1784410
Paranataelia tenerifica;1769354
Polymixis bacheri;1780975
Polytela cliens;1791656
Rhynchina canariensis;1786138
Scopula villumi;10711102
Scythocentropus inquinata;1771539
Stygia nilssoni;8719105
Tephronia bytinskii;NA
Vittaplusia vittata;6116899
Xestia mejiasi;5112321
Thalerastria lehmanni;4532894
Euplexia euplexina;1776597
Aspitates collinaria;1967324
Canararctia rufescens;4532549
Caradrina rebeli;4534250
Chrysodeixis acuta;1785181
Cyclophora maderensis;5149664
Eilema albicosta;5117030
Episauris kiliani;1956897
Eublemma cochylioides;4532266
Gerarctia poliotis;1775829
Isturgia deerraria;6118530
Leucochlaena oditis;1775329
Nebula ibericata;7507369
Pandesma robusta;4532453
Scopula guancharia;5145842
Photedes dulcis;1792375
Hecatera corsica;1789103
Agrochola haematidea;1790023
Agrotis endogaea;165446343
Allophyes corsica;1775926
Alvaradoia numerica;1765603
Ammopolia witzenmanni;1783090
Apaidia mesogona;1805535
Aplocera corsalta;1984935
Autophila cataphanes;8141741
Axia napoleona;5976913
Bembecia iberica;4525820
Calophasia almoravida;1796418
Abraxas pantaria;1967803
Camptogramma bistrigata;4524374
Cataclysme dissimilata;1977977
Catarhoe basochesiata;1964189
Cerastis faceta;5110858
Chamaesphecia anthraciformis;1941502
Chamaesphecia osmiaeformis;1941480
Charissa corsica;4524931
Chemerina caliginearia;1987650
Chersotis cyrnea;1766730
Chesias linogrisearia;1962983
Cleonymia baetica;1774859
Xestia jordani;7412304
Colostygia cyrnea;1988590
Compsoptera jourdanaria;1955484
Compsoptera opacaria;1955479
Lerautia bifasciata;10162897
